hand,strength,envido,combined
7o 6e 4e,0.242149,30,0.575620
7o 6b 4e,0.242149,7,0.227135
7o 6e 4c,0.242149,7,0.227135
7o 6b 4o,0.242149,31,0.590772
7o 6o 4c,0.242149,33,0.621075
7o 6e 4o,0.242149,31,0.590772
7o 6e 4b,0.242149,7,0.227135
7o 6c 4e,0.242149,7,0.227135
7o 6b 4c,0.242149,7,0.227135
7o 6o 4e,0.242149,33,0.621075
7o 6b 4b,0.242149,30,0.575620
7e 5e 5o,0.241956,32,0.605827
7e 5b 5o,0.241956,7,0.227039
7e 5o 5c,0.241956,7,0.227039
7e 5b 5c,0.241956,7,0.227039
7e 5e 5b,0.241956,32,0.605827
7e 5e 5c,0.241956,32,0.605827
1c 6o 5e,0.237924,6,0.209871
1o 6o 5b,0.237924,27,0.528053
1c 6b 5o,0.237924,6,0.209871
1c 6e 5o,0.237924,6,0.209871
1o 6o 5c,0.237924,27,0.528053
1o 6e 5e,0.237924,31,0.588659
1o 6b 5e,0.237924,6,0.209871
1o 6o 5e,0.237924,27,0.528053
1c 6o 5b,0.237924,6,0.209871
1o 6b 5o,0.237924,26,0.512901
1o 6c 5e,0.237924,6,0.209871
1o 6b 5c,0.237924,6,0.209871
1c 6c 5c,0.237924,31,0.588659
1c 6o 5c,0.237924,26,0.512901
1c 6b 5c,0.237924,26,0.512901
1c 6e 5c,0.237924,26,0.512901
1o 6c 5c,0.237924,31,0.588659
1o 6e 5c,0.237924,6,0.209871
1o 6b 5b,0.237924,31,0.588659
1c 6o 5o,0.237924,31,0.588659
1o 6e 5b,0.237924,6,0.209871
1o 6c 5b,0.237924,6,0.209871
1c 6e 5e,0.237924,31,0.588659
1c 6b 5e,0.237924,6,0.209871
1o 6c 5o,0.237924,26,0.512901
1o 6e 5o,0.237924,26,0.512901
1c 6b 5b,0.237924,31,0.588659
1o 6o 5o,0.237924,31,0.588659
1c 6c 5o,0.237924,27,0.528053
1c 6c 5e,0.237924,27,0.528053
1c 6e 5b,0.237924,6,0.209871
1c 6c 5b,0.237924,27,0.528053
7o 5e 5b,0.235307,7,0.223714
7o 5e 5c,0.235307,7,0.223714
7o 5b 5o,0.235307,32,0.602502
7o 5b 5c,0.235307,7,0.223714
7o 5o 5c,0.235307,32,0.602502
7o 5e 5o,0.235307,32,0.602502
11b 6b 6o,0.227992,26,0.507936
11c 6b 6c,0.227992,26,0.507936
11o 6b 6c,0.227992,6,0.204905
11b 6b 6c,0.227992,26,0.507936
11e 6o 6c,0.227992,6,0.204905
11e 6b 6c,0.227992,6,0.204905
11b 6o 6c,0.227992,6,0.204905
11o 6o 6c,0.227992,26,0.507936
11c 6o 6c,0.227992,26,0.507936
11c 6b 6o,0.227992,6,0.204905
11o 6b 6o,0.227992,26,0.507936
11e 6b 6o,0.227992,6,0.204905
11c 6e 6c,0.227992,26,0.507936
11o 6e 6c,0.227992,6,0.204905
11b 6e 6c,0.227992,6,0.204905
11e 6e 6c,0.227992,26,0.507936
11c 6e 6o,0.227992,6,0.204905
11b 6e 6o,0.227992,6,0.204905
11o 6e 6o,0.227992,26,0.507936
11e 6e 6o,0.227992,26,0.507936
11c 6e 6b,0.227992,6,0.204905
11o 6e 6b,0.227992,6,0.204905
11b 6e 6b,0.227992,26,0.507936
11e 6e 6b,0.227992,26,0.507936
1c 7b 4c,0.225740,25,0.491658
1o 7c 4c,0.225740,31,0.582567
1o 7b 4c,0.225740,7,0.218931
1c 7b 4e,0.225740,7,0.218931
1c 7c 4e,0.225740,28,0.537112
1o 7c 4o,0.225740,25,0.491658
1o 7b 4o,0.225740,25,0.491658
1o 7c 4b,0.225740,7,0.218931
1o 7b 4b,0.225740,31,0.582567
1o 7c 4e,0.225740,7,0.218931
1o 7b 4e,0.225740,7,0.218931
1c 7b 4b,0.225740,31,0.582567
1c 7c 4b,0.225740,28,0.537112
1c 7c 4c,0.225740,31,0.582567
1c 7c 4o,0.225740,28,0.537112
1c 7b 4o,0.225740,7,0.218931
3c 6b 4o,0.221836,6,0.201827
3b 6c 4o,0.221836,6,0.201827
3c 6b 4c,0.221836,27,0.520009
3c 6o 4c,0.221836,27,0.520009
3c 6c 4o,0.221836,29,0.550312
3c 6c 4c,0.221836,30,0.565464
3e 6e 4e,0.221836,30,0.565464
3e 6b 4e,0.221836,27,0.520009
3c 6o 4o,0.221836,30,0.565464
3e 6o 4e,0.221836,27,0.520009
3c 6e 4o,0.221836,6,0.201827
3c 6c 4b,0.221836,29,0.550312
3c 6o 4b,0.221836,6,0.201827
3c 6b 4b,0.221836,30,0.565464
3c 6e 4b,0.221836,6,0.201827
3c 6c 4e,0.221836,29,0.550312
3e 6c 4e,0.221836,27,0.520009
3c 6o 4e,0.221836,6,0.201827
3c 6b 4e,0.221836,6,0.201827
3e 6o 4b,0.221836,6,0.201827
3e 6e 4b,0.221836,29,0.550312
3e 6b 4b,0.221836,30,0.565464
3e 6c 4b,0.221836,6,0.201827
3c 6e 4e,0.221836,30,0.565464
3o 6o 4c,0.221836,29,0.550312
3o 6c 4c,0.221836,30,0.565464
3o 6b 4c,0.221836,6,0.201827
3o 6e 4c,0.221836,6,0.201827
3o 6c 4o,0.221836,27,0.520009
3o 6o 4o,0.221836,30,0.565464
3o 6b 4o,0.221836,27,0.520009
3o 6e 4o,0.221836,27,0.520009
3o 6e 4b,0.221836,6,0.201827
3o 6c 4b,0.221836,6,0.201827
3o 6o 4b,0.221836,29,0.550312
3o 6b 4b,0.221836,30,0.565464
3o 6o 4e,0.221836,29,0.550312
3e 6b 4o,0.221836,6,0.201827
3e 6e 4o,0.221836,29,0.550312
3o 6c 4e,0.221836,6,0.201827
3o 6e 4e,0.221836,30,0.565464
3o 6b 4e,0.221836,6,0.201827
3b 6c 4c,0.221836,30,0.565464
3b 6o 4c,0.221836,6,0.201827
3b 6b 4c,0.221836,29,0.550312
3b 6e 4c,0.221836,6,0.201827
3b 6o 4o,0.221836,30,0.565464
3c 6e 4c,0.221836,27,0.520009
3b 6b 4o,0.221836,29,0.550312
3b 6e 4o,0.221836,6,0.201827
3b 6c 4b,0.221836,27,0.520009
3b 6o 4b,0.221836,27,0.520009
3b 6b 4b,0.221836,30,0.565464
3b 6e 4b,0.221836,27,0.520009
3b 6o 4e,0.221836,6,0.201827
3b 6c 4e,0.221836,6,0.201827
3b 6b 4e,0.221836,29,0.550312
3b 6e 4e,0.221836,30,0.565464
3e 6c 4c,0.221836,30,0.565464
3e 6o 4c,0.221836,6,0.201827
3e 6b 4c,0.221836,6,0.201827
3e 6e 4c,0.221836,29,0.550312
3e 6c 4o,0.221836,6,0.201827
3e 6o 4o,0.221836,30,0.565464
10o 7c 6b,0.221622,7,0.216871
10c 7c 6b,0.221622,27,0.519902
10e 7b 6c,0.221622,7,0.216871
10b 7b 6c,0.221622,27,0.519902
10o 7b 6c,0.221622,7,0.216871
10c 7b 6c,0.221622,26,0.504750
10e 7c 6c,0.221622,33,0.610811
10b 7c 6c,0.221622,33,0.610811
10b 7c 6o,0.221622,7,0.216871
10c 7c 6c,0.221622,33,0.610811
10o 7c 6o,0.221622,26,0.504750
10e 7c 6o,0.221622,7,0.216871
10c 7b 6o,0.221622,7,0.216871
10o 7b 6o,0.221622,26,0.504750
10c 7c 6o,0.221622,27,0.519902
10b 7b 6o,0.221622,27,0.519902
10o 7c 6c,0.221622,33,0.610811
10e 7b 6o,0.221622,7,0.216871
10b 7c 6b,0.221622,26,0.504750
10e 7c 6b,0.221622,7,0.216871
10c 7b 6b,0.221622,33,0.610811
10o 7b 6b,0.221622,33,0.610811
10b 7b 6b,0.221622,33,0.610811
10e 7b 6b,0.221622,33,0.610811
10c 7c 6e,0.221622,27,0.519902
10o 7c 6e,0.221622,7,0.216871
10b 7c 6e,0.221622,7,0.216871
10e 7c 6e,0.221622,26,0.504750
10c 7b 6e,0.221622,7,0.216871
10o 7b 6e,0.221622,7,0.216871
10b 7b 6e,0.221622,27,0.519902
10e 7b 6e,0.221622,26,0.504750
3b 5b 5c,0.217010,28,0.532747
3b 5e 5o,0.217010,5,0.184263
3c 5o 5c,0.217010,28,0.532747
3c 5b 5c,0.217010,28,0.532747
3c 5b 5o,0.217010,5,0.184263
3c 5e 5c,0.217010,28,0.532747
3c 5e 5o,0.217010,5,0.184263
3c 5e 5b,0.217010,5,0.184263
3o 5o 5c,0.217010,28,0.532747
3e 5e 5o,0.217010,28,0.532747
3e 5e 5b,0.217010,28,0.532747
3e 5e 5c,0.217010,28,0.532747
3e 5b 5o,0.217010,5,0.184263
3e 5b 5c,0.217010,5,0.184263
3o 5b 5c,0.217010,5,0.184263
3e 5o 5c,0.217010,5,0.184263
3o 5b 5o,0.217010,28,0.532747
3o 5e 5c,0.217010,5,0.184263
3o 5e 5o,0.217010,28,0.532747
3o 5e 5b,0.217010,5,0.184263
3b 5e 5b,0.217010,28,0.532747
3b 5e 5c,0.217010,5,0.184263
3b 5o 5c,0.217010,5,0.184263
3b 5b 5o,0.217010,28,0.532747
11b 7c 5o,0.214414,7,0.213268
11e 7c 5c,0.214414,32,0.592056
11o 7c 5e,0.214414,7,0.213268
11e 7c 5o,0.214414,7,0.213268
11b 7b 5c,0.214414,27,0.516298
11c 7b 5o,0.214414,7,0.213268
11o 7b 5o,0.214414,25,0.485995
11b 7b 5o,0.214414,27,0.516298
11e 7b 5o,0.214414,7,0.213268
11o 7c 5o,0.214414,25,0.485995
11c 7c 5o,0.214414,27,0.516298
11e 7c 5b,0.214414,7,0.213268
11b 7c 5b,0.214414,25,0.485995
11o 7c 5b,0.214414,7,0.213268
11c 7c 5b,0.214414,27,0.516298
11e 7b 5c,0.214414,7,0.213268
11o 7c 5c,0.214414,32,0.592056
11b 7c 5c,0.214414,32,0.592056
11c 7b 5b,0.214414,32,0.592056
11o 7b 5b,0.214414,32,0.592056
11b 7b 5b,0.214414,32,0.592056
11e 7b 5b,0.214414,32,0.592056
11e 7c 5e,0.214414,25,0.485995
11e 7b 5e,0.214414,25,0.485995
11c 7c 5c,0.214414,32,0.592056
11c 7c 5e,0.214414,27,0.516298
11b 7b 5e,0.214414,27,0.516298
11o 7b 5e,0.214414,7,0.213268
11c 7b 5e,0.214414,7,0.213268
11b 7c 5e,0.214414,7,0.213268
11o 7b 5c,0.214414,7,0.213268
11c 7b 5c,0.214414,25,0.485995
12c 6e 5e,0.209996,31,0.574695
12b 6c 5o,0.209996,6,0.195907
12o 6o 5c,0.209996,26,0.498937
12c 6o 5c,0.209996,25,0.483786
12e 6o 5c,0.209996,6,0.195907
12e 6c 5c,0.209996,31,0.574695
12e 6e 5e,0.209996,31,0.574695
12b 6e 5e,0.209996,31,0.574695
12e 6e 5o,0.209996,26,0.498937
12b 6e 5o,0.209996,6,0.195907
12o 6e 5o,0.209996,25,0.483786
12c 6e 5o,0.209996,6,0.195907
12e 6b 5o,0.209996,6,0.195907
12b 6b 5o,0.209996,26,0.498937
12o 6e 5e,0.209996,31,0.574695
12o 6b 5o,0.209996,25,0.483786
12b 6c 5c,0.209996,31,0.574695
12o 6c 5c,0.209996,31,0.574695
12c 6c 5c,0.209996,31,0.574695
12e 6b 5e,0.209996,25,0.483786
12b 6b 5e,0.209996,26,0.498937
12o 6b 5e,0.209996,6,0.195907
12c 6b 5e,0.209996,6,0.195907
12c 6b 5o,0.209996,6,0.195907
12b 6b 5b,0.209996,31,0.574695
12e 6o 5o,0.209996,31,0.574695
12b 6o 5o,0.209996,31,0.574695
12o 6o 5o,0.209996,31,0.574695
12c 6o 5o,0.209996,31,0.574695
12c 6b 5c,0.209996,25,0.483786
12o 6b 5c,0.209996,6,0.195907
12o 6b 5b,0.209996,31,0.574695
12c 6b 5b,0.209996,31,0.574695
12e 6o 5e,0.209996,25,0.483786
12b 6o 5e,0.209996,6,0.195907
12o 6o 5e,0.209996,26,0.498937
12e 6b 5b,0.209996,31,0.574695
12e 6e 5c,0.209996,26,0.498937
12e 6o 5b,0.209996,6,0.195907
12c 6o 5e,0.209996,6,0.195907
12b 6b 5c,0.209996,26,0.498937
12e 6b 5c,0.209996,6,0.195907
12e 6c 5o,0.209996,6,0.195907
12b 6o 5c,0.209996,6,0.195907
12b 6o 5b,0.209996,25,0.483786
12o 6c 5o,0.209996,25,0.483786
12c 6c 5o,0.209996,26,0.498937
12o 6o 5b,0.209996,26,0.498937
12c 6e 5c,0.209996,25,0.483786
12o 6e 5c,0.209996,6,0.195907
12e 6c 5e,0.209996,25,0.483786
12b 6c 5e,0.209996,6,0.195907
12o 6c 5e,0.209996,6,0.195907
12c 6o 5b,0.209996,6,0.195907
12c 6e 5b,0.209996,6,0.195907
12b 6e 5c,0.209996,6,0.195907
12o 6e 5b,0.209996,6,0.195907
12b 6e 5b,0.209996,25,0.483786
12c 6c 5e,0.209996,26,0.498937
12e 6e 5b,0.209996,26,0.498937
12e 6c 5b,0.209996,6,0.195907
12b 6c 5b,0.209996,25,0.483786
12o 6c 5b,0.209996,6,0.195907
12c 6c 5b,0.209996,26,0.498937
10b 10o 5e,0.206542,5,0.179029
10b 10o 5c,0.206542,5,0.179029
10e 10o 5e,0.206542,25,0.482059
10e 10c 5e,0.206542,25,0.482059
10e 10c 5o,0.206542,5,0.179029
10e 10o 5o,0.206542,25,0.482059
10e 10b 5o,0.206542,5,0.179029
10e 10c 5c,0.206542,25,0.482059
10e 10o 5c,0.206542,5,0.179029
10b 10c 5c,0.206542,25,0.482059
10b 10o 5o,0.206542,25,0.482059
10o 10c 5c,0.206542,25,0.482059
10e 10b 5b,0.206542,25,0.482059
10b 10c 5e,0.206542,5,0.179029
10o 10c 5e,0.206542,5,0.179029
10e 10b 5c,0.206542,5,0.179029
10e 10b 5e,0.206542,25,0.482059
10b 10c 5o,0.206542,5,0.179029
10o 10c 5o,0.206542,25,0.482059
10e 10o 5b,0.206542,5,0.179029
10e 10c 5b,0.206542,5,0.179029
10b 10o 5b,0.206542,25,0.482059
10b 10c 5b,0.206542,25,0.482059
10o 10c 5b,0.206542,5,0.179029
11e 10e 4o,0.197812,20,0.401936
11e 10b 4c,0.197812,4,0.159512
11b 10b 4b,0.197812,24,0.462542
11e 10o 4b,0.197812,4,0.159512
11e 10o 4e,0.197812,24,0.462542
11e 10c 4c,0.197812,24,0.462542
11c 10e 4o,0.197812,4,0.159512
11c 10c 4b,0.197812,20,0.401936
11c 10e 4b,0.197812,4,0.159512
11b 10c 4c,0.197812,24,0.462542
11b 10e 4b,0.197812,24,0.462542
11o 10e 4b,0.197812,4,0.159512
11e 10e 4b,0.197812,20,0.401936
11o 10c 4c,0.197812,24,0.462542
11c 10c 4e,0.197812,20,0.401936
11b 10o 4e,0.197812,4,0.159512
11b 10c 4e,0.197812,4,0.159512
11o 10o 4e,0.197812,20,0.401936
11c 10o 4e,0.197812,4,0.159512
11e 10c 4e,0.197812,24,0.462542
11o 10c 4e,0.197812,4,0.159512
11b 10o 4b,0.197812,24,0.462542
11c 10c 4c,0.197812,24,0.462542
11o 10c 4b,0.197812,4,0.159512
11o 10e 4o,0.197812,24,0.462542
11e 10e 4c,0.197812,20,0.401936
11c 10b 4b,0.197812,24,0.462542
11b 10e 4c,0.197812,4,0.159512
11c 10e 4c,0.197812,24,0.462542
11o 10e 4c,0.197812,4,0.159512
11c 10e 4e,0.197812,24,0.462542
11b 10c 4b,0.197812,24,0.462542
11e 10c 4b,0.197812,4,0.159512
11c 10c 4o,0.197812,20,0.401936
11c 10b 4e,0.197812,4,0.159512
11o 10b 4e,0.197812,4,0.159512
11b 10b 4e,0.197812,20,0.401936
11b 10e 4o,0.197812,4,0.159512
11e 10b 4b,0.197812,24,0.462542
11o 10o 4b,0.197812,20,0.401936
11e 10e 4e,0.197812,24,0.462542
11c 10o 4b,0.197812,4,0.159512
11b 10e 4e,0.197812,24,0.462542
11e 10b 4o,0.197812,4,0.159512
11b 10b 4o,0.197812,20,0.401936
11o 10b 4o,0.197812,24,0.462542
11b 10b 4c,0.197812,20,0.401936
11o 10b 4b,0.197812,24,0.462542
11o 10b 4c,0.197812,4,0.159512
11c 10b 4c,0.197812,24,0.462542
11e 10o 4c,0.197812,4,0.159512
11c 10b 4o,0.197812,4,0.159512
11b 10o 4c,0.197812,4,0.159512
11o 10e 4e,0.197812,24,0.462542
11e 10o 4o,0.197812,24,0.462542
11o 10o 4c,0.197812,20,0.401936
11c 10o 4c,0.197812,24,0.462542
11o 10c 4o,0.197812,24,0.462542
11e 10c 4o,0.197812,4,0.159512
11b 10c 4o,0.197812,4,0.159512
11e 10b 4e,0.197812,24,0.462542
11b 10o 4o,0.197812,24,0.462542
11o 10o 4o,0.197812,24,0.462542
11c 10o 4o,0.197812,24,0.462542
12c 7b 4b,0.197598,31,0.568496
12e 7b 4c,0.197598,7,0.204859
12b 7c 4b,0.197598,24,0.462435
12c 7b 4o,0.197598,7,0.204859
12e 7c 4o,0.197598,7,0.204859
12b 7c 4o,0.197598,7,0.204859
12o 7c 4o,0.197598,24,0.462435
12o 7b 4o,0.197598,24,0.462435
12c 7c 4b,0.197598,27,0.507890
12e 7b 4o,0.197598,7,0.204859
12e 7c 4b,0.197598,7,0.204859
12c 7c 4o,0.197598,27,0.507890
12c 7c 4e,0.197598,27,0.507890
12o 7b 4c,0.197598,7,0.204859
12o 7c 4b,0.197598,7,0.204859
12c 7b 4c,0.197598,24,0.462435
12b 7b 4o,0.197598,27,0.507890
12o 7c 4e,0.197598,7,0.204859
12o 7b 4b,0.197598,31,0.568496
12e 7c 4c,0.197598,31,0.568496
12b 7c 4c,0.197598,31,0.568496
12b 7b 4b,0.197598,31,0.568496
12e 7b 4b,0.197598,31,0.568496
12e 7b 4e,0.197598,24,0.462435
12b 7b 4e,0.197598,27,0.507890
12c 7c 4c,0.197598,31,0.568496
12o 7b 4e,0.197598,7,0.204859
12c 7b 4e,0.197598,7,0.204859
12e 7c 4e,0.197598,24,0.462435
12b 7c 4e,0.197598,7,0.204859
12o 7c 4c,0.197598,31,0.568496
12b 7b 4c,0.197598,27,0.507890
2o 6e 4b,0.193350,6,0.187584
2e 6o 4e,0.193350,26,0.490615
2e 6o 4o,0.193350,30,0.551221
2e 6c 4o,0.193350,6,0.187584
2o 6o 4e,0.193350,28,0.520918
2o 6b 4e,0.193350,6,0.187584
2o 6c 4e,0.193350,6,0.187584
2o 6b 4b,0.193350,30,0.551221
2o 6o 4b,0.193350,28,0.520918
2e 6e 4c,0.193350,28,0.520918
2e 6b 4o,0.193350,6,0.187584
2e 6e 4o,0.193350,28,0.520918
2e 6o 4b,0.193350,6,0.187584
2b 6o 4c,0.193350,6,0.187584
2b 6c 4c,0.193350,30,0.551221
2b 6e 4c,0.193350,6,0.187584
2b 6b 4c,0.193350,28,0.520918
2o 6c 4b,0.193350,6,0.187584
2o 6e 4o,0.193350,26,0.490615
2b 6c 4o,0.193350,6,0.187584
2o 6o 4o,0.193350,30,0.551221
2b 6o 4o,0.193350,30,0.551221
2b 6b 4o,0.193350,28,0.520918
2o 6b 4o,0.193350,26,0.490615
2b 6e 4o,0.193350,6,0.187584
2b 6c 4b,0.193350,26,0.490615
2e 6e 4e,0.193350,30,0.551221
2e 6b 4e,0.193350,26,0.490615
2c 6c 4c,0.193350,30,0.551221
2o 6c 4o,0.193350,26,0.490615
2b 6o 4b,0.193350,26,0.490615
2b 6e 4b,0.193350,26,0.490615
2b 6b 4b,0.193350,30,0.551221
2b 6o 4e,0.193350,6,0.187584
2b 6c 4e,0.193350,6,0.187584
2b 6b 4e,0.193350,28,0.520918
2b 6e 4e,0.193350,30,0.551221
2e 6o 4c,0.193350,6,0.187584
2e 6c 4b,0.193350,6,0.187584
2c 6o 4c,0.193350,26,0.490615
2c 6b 4c,0.193350,26,0.490615
2o 6b 4c,0.193350,6,0.187584
2c 6e 4c,0.193350,26,0.490615
2c 6c 4o,0.193350,28,0.520918
2o 6e 4c,0.193350,6,0.187584
2c 6o 4o,0.193350,30,0.551221
2o 6e 4e,0.193350,30,0.551221
2e 6c 4c,0.193350,30,0.551221
2e 6c 4e,0.193350,26,0.490615
2e 6e 4b,0.193350,28,0.520918
2e 6b 4b,0.193350,30,0.551221
2o 6c 4c,0.193350,30,0.551221
2o 6o 4c,0.193350,28,0.520918
2c 6b 4o,0.193350,6,0.187584
2c 6e 4o,0.193350,6,0.187584
2c 6c 4b,0.193350,28,0.520918
2c 6o 4b,0.193350,6,0.187584
2c 6b 4b,0.193350,30,0.551221
2e 6b 4c,0.193350,6,0.187584
2c 6e 4e,0.193350,30,0.551221
2c 6b 4e,0.193350,6,0.187584
2c 6o 4e,0.193350,6,0.187584
2c 6c 4e,0.193350,28,0.520918
2c 6e 4b,0.193350,6,0.187584
2e 5b 5o,0.190412,5,0.170963
2o 5e 5c,0.190412,5,0.170963
2o 5b 5c,0.190412,5,0.170963
2o 5b 5o,0.190412,27,0.504297
2o 5e 5o,0.190412,27,0.504297
2o 5e 5b,0.190412,5,0.170963
2e 5b 5c,0.190412,5,0.170963
2b 5o 5c,0.190412,5,0.170963
2e 5e 5c,0.190412,27,0.504297
2e 5e 5o,0.190412,27,0.504297
2c 5b 5o,0.190412,5,0.170963
2e 5e 5b,0.190412,27,0.504297
2c 5e 5b,0.190412,5,0.170963
2e 5o 5c,0.190412,5,0.170963
2o 5o 5c,0.190412,27,0.504297
2c 5e 5o,0.190412,5,0.170963
2b 5b 5c,0.190412,27,0.504297
2b 5e 5o,0.190412,5,0.170963
2c 5e 5c,0.190412,27,0.504297
2b 5e 5b,0.190412,27,0.504297
2b 5e 5c,0.190412,5,0.170963
2c 5b 5c,0.190412,27,0.504297
2b 5b 5o,0.190412,27,0.504297
2c 5o 5c,0.190412,27,0.504297
7b 7c 6b,0.188546,33,0.594273
7b 7c 6o,0.188546,7,0.200333
7b 7c 6e,0.188546,7,0.200333
7b 7c 6c,0.188546,33,0.594273
10o 6e 6b,0.186293,6,0.184056
10c 6e 6b,0.186293,6,0.184056
10b 6e 6b,0.186293,26,0.487086
10e 6e 6b,0.186293,26,0.487086
10o 6b 6c,0.186293,6,0.184056
10b 6b 6c,0.186293,26,0.487086
10e 6e 6o,0.186293,26,0.487086
10b 6e 6o,0.186293,6,0.184056
10c 6e 6c,0.186293,26,0.487086
10e 6b 6o,0.186293,6,0.184056
10b 6b 6o,0.186293,26,0.487086
10o 6b 6o,0.186293,26,0.487086
10c 6b 6o,0.186293,6,0.184056
10o 6e 6c,0.186293,6,0.184056
10o 6e 6o,0.186293,26,0.487086
10b 6e 6c,0.186293,6,0.184056
10e 6e 6c,0.186293,26,0.487086
10e 6b 6c,0.186293,6,0.184056
10e 6o 6c,0.186293,6,0.184056
10b 6o 6c,0.186293,6,0.184056
10c 6b 6c,0.186293,26,0.487086
10o 6o 6c,0.186293,26,0.487086
10c 6o 6c,0.186293,26,0.487086
10c 6e 6o,0.186293,6,0.184056
11c 6b 5e,0.174646,6,0.178232
11b 6c 5o,0.174646,6,0.178232
11e 6e 5e,0.174646,31,0.557020
11b 6e 5e,0.174646,31,0.557020
11o 6e 5e,0.174646,31,0.557020
11o 6e 5c,0.174646,6,0.178232
11c 6e 5e,0.174646,31,0.557020
11e 6b 5e,0.174646,25,0.466111
11c 6b 5o,0.174646,6,0.178232
11b 6b 5e,0.174646,26,0.481262
11c 6e 5c,0.174646,25,0.466111
11o 6b 5o,0.174646,25,0.466111
11b 6b 5o,0.174646,26,0.481262
11e 6b 5o,0.174646,6,0.178232
11e 6o 5o,0.174646,31,0.557020
11b 6o 5o,0.174646,31,0.557020
11o 6o 5o,0.174646,31,0.557020
11o 6b 5e,0.174646,6,0.178232
11c 6o 5o,0.174646,31,0.557020
11o 6c 5c,0.174646,31,0.557020
11e 6o 5e,0.174646,25,0.466111
11o 6o 5e,0.174646,26,0.481262
11b 6o 5e,0.174646,6,0.178232
11c 6o 5e,0.174646,6,0.178232
11b 6c 5c,0.174646,31,0.557020
11e 6c 5c,0.174646,31,0.557020
11e 6o 5c,0.174646,6,0.178232
11b 6o 5c,0.174646,6,0.178232
11o 6b 5b,0.174646,31,0.557020
11e 6e 5c,0.174646,26,0.481262
11e 6c 5o,0.174646,6,0.178232
11c 6c 5c,0.174646,31,0.557020
11o 6c 5o,0.174646,25,0.466111
11b 6e 5c,0.174646,6,0.178232
11c 6c 5o,0.174646,26,0.481262
11c 6e 5o,0.174646,6,0.178232
11e 6c 5e,0.174646,25,0.466111
11o 6e 5o,0.174646,25,0.466111
11b 6e 5o,0.174646,6,0.178232
11b 6c 5e,0.174646,6,0.178232
11o 6c 5e,0.174646,6,0.178232
11c 6c 5e,0.174646,26,0.481262
11c 6b 5c,0.174646,25,0.466111
11o 6b 5c,0.174646,6,0.178232
11b 6b 5c,0.174646,26,0.481262
11e 6b 5c,0.174646,6,0.178232
11c 6o 5c,0.174646,25,0.466111
11e 6e 5b,0.174646,26,0.481262
11c 6c 5b,0.174646,26,0.481262
11o 6c 5b,0.174646,6,0.178232
11b 6c 5b,0.174646,25,0.466111
11e 6c 5b,0.174646,6,0.178232
11b 6e 5b,0.174646,25,0.466111
11o 6e 5b,0.174646,6,0.178232
11c 6e 5b,0.174646,6,0.178232
11c 6o 5b,0.174646,6,0.178232
11o 6o 5b,0.174646,26,0.481262
11b 6o 5b,0.174646,25,0.466111
11e 6o 5b,0.174646,6,0.178232
11e 6b 5b,0.174646,31,0.557020
11e 6e 5o,0.174646,26,0.481262
11b 6b 5b,0.174646,31,0.557020
11o 6o 5c,0.174646,26,0.481262
11c 6b 5b,0.174646,31,0.557020
1o 6b 4c,0.173659,6,0.177739
1o 6o 4b,0.173659,27,0.495921
1c 6o 4b,0.173659,6,0.177739
1c 6b 4b,0.173659,30,0.541375
1c 6e 4b,0.173659,6,0.177739
1c 6c 4e,0.173659,27,0.495921
1c 6o 4e,0.173659,6,0.177739
1c 6b 4e,0.173659,6,0.177739
1c 6e 4o,0.173659,6,0.177739
1c 6c 4b,0.173659,27,0.495921
1c 6e 4e,0.173659,30,0.541375
1o 6c 4c,0.173659,30,0.541375
1o 6c 4e,0.173659,6,0.177739
1o 6o 4e,0.173659,27,0.495921
1o 6b 4e,0.173659,6,0.177739
1o 6e 4e,0.173659,30,0.541375
1o 6o 4c,0.173659,27,0.495921
1o 6e 4c,0.173659,6,0.177739
1o 6c 4o,0.173659,25,0.465618
1o 6b 4o,0.173659,25,0.465618
1o 6o 4o,0.173659,30,0.541375
1o 6e 4o,0.173659,25,0.465618
1o 6c 4b,0.173659,6,0.177739
1c 6b 4o,0.173659,6,0.177739
1o 6e 4b,0.173659,6,0.177739
1c 6c 4c,0.173659,30,0.541375
1c 6o 4c,0.173659,25,0.465618
1c 6b 4c,0.173659,25,0.465618
1c 6e 4c,0.173659,25,0.465618
1c 6c 4o,0.173659,27,0.495921
1c 6o 4o,0.173659,30,0.541375
1o 6b 4b,0.173659,30,0.541375
10e 7c 5o,0.173145,7,0.192633
10o 7c 5b,0.173145,7,0.192633
10o 7c 5e,0.173145,7,0.192633
10c 7b 5c,0.173145,25,0.465360
10b 7c 5e,0.173145,7,0.192633
10c 7c 5o,0.173145,27,0.495663
10o 7c 5o,0.173145,25,0.465360
10c 7c 5c,0.173145,32,0.571421
10b 7c 5o,0.173145,7,0.192633
10b 7c 5c,0.173145,32,0.571421
10e 7c 5e,0.173145,25,0.465360
10o 7c 5c,0.173145,32,0.571421
10e 7b 5c,0.173145,7,0.192633
10e 7b 5o,0.173145,7,0.192633
10c 7c 5b,0.173145,27,0.495663
10c 7c 5e,0.173145,27,0.495663
10b 7c 5b,0.173145,25,0.465360
10e 7c 5b,0.173145,7,0.192633
10b 7b 5o,0.173145,27,0.495663
10o 7b 5o,0.173145,25,0.465360
10c 7b 5o,0.173145,7,0.192633
10b 7b 5c,0.173145,27,0.495663
10e 7c 5c,0.173145,32,0.571421
