hand,strength,envido,combined
7e 2b 4c,0.739833,7,0.475977
7e 2c 4o,0.739833,7,0.475977
7e 2o 4b,0.739833,7,0.475977
7e 2b 4o,0.739833,7,0.475977
7e 2e 4b,0.739833,29,0.809310
7e 2e 4e,0.739833,31,0.839613
7e 2o 4e,0.739833,31,0.839613
7e 1o 6c,0.739125,7,0.475623
7e 1c 6e,0.739125,33,0.869562
7e 1c 6o,0.739125,7,0.475623
7e 1o 6o,0.739125,27,0.778653
7e 1o 6b,0.739125,7,0.475623
7e 1c 6b,0.739125,7,0.475623
7e 1c 6c,0.739125,27,0.778653
7e 1o 6e,0.739125,33,0.869562
1e 1c 5o,0.737237,5,0.444376
1e 1o 5o,0.737237,26,0.762558
1e 1c 5b,0.737237,5,0.444376
1e 1c 5c,0.737237,26,0.762558
1e 1o 5e,0.737237,26,0.762558
1e 1o 5b,0.737237,5,0.444376
1e 1o 5c,0.737237,5,0.444376
1e 1c 5e,0.737237,26,0.762558
3b 2c 6e,0.736980,6,0.459399
3c 2c 6c,0.736980,29,0.807884
3e 2e 6c,0.736980,25,0.747278
3e 2e 6o,0.736980,25,0.747278
3c 2e 6b,0.736980,6,0.459399
3o 2c 6o,0.736980,29,0.807884
3c 2e 6c,0.736980,29,0.807884
3b 2c 6o,0.736980,6,0.459399
3b 2c 6c,0.736980,28,0.792732
3b 2c 6b,0.736980,29,0.807884
3e 2o 6b,0.736980,6,0.459399
3e 2o 6c,0.736980,6,0.459399
3c 2e 6o,0.736980,6,0.459399
3e 2o 6o,0.736980,28,0.792732
3o 2o 6e,0.736980,25,0.747278
3e 2e 6b,0.736980,25,0.747278
3e 2o 6e,0.736980,29,0.807884
3b 2b 6e,0.736980,25,0.747278
3o 2o 6b,0.736980,25,0.747278
3c 2e 6e,0.736980,28,0.792732
3e 2e 6e,0.736980,29,0.807884
3o 2o 6o,0.736980,29,0.807884
3e 2b 6c,0.736980,6,0.459399
3e 2c 6e,0.736980,29,0.807884
3b 2b 6b,0.736980,29,0.807884
3b 2b 6c,0.736980,25,0.747278
3o 2e 6e,0.736980,28,0.792732
3o 2e 6b,0.736980,6,0.459399
3o 2e 6o,0.736980,29,0.807884
3e 2c 6b,0.736980,6,0.459399
3b 2e 6e,0.736980,28,0.792732
3o 2c 6c,0.736980,28,0.792732
3b 2e 6b,0.736980,29,0.807884
3o 2c 6e,0.736980,6,0.459399
3e 2b 6b,0.736980,28,0.792732
3e 2c 6c,0.736980,28,0.792732
3b 2b 6o,0.736980,25,0.747278
3o 2e 6c,0.736980,6,0.459399
3b 2o 6c,0.736980,6,0.459399
3e 2b 6o,0.736980,6,0.459399
3b 2o 6o,0.736980,28,0.792732
3e 2b 6e,0.736980,29,0.807884
3e 2c 6o,0.736980,6,0.459399
3b 2o 6b,0.736980,29,0.807884
3o 2b 6e,0.736980,6,0.459399
3o 2b 6b,0.736980,28,0.792732
3o 2b 6o,0.736980,29,0.807884
3o 2b 6c,0.736980,6,0.459399
3c 2o 6b,0.736980,6,0.459399
3c 2o 6o,0.736980,28,0.792732
3c 2o 6e,0.736980,6,0.459399
3b 2o 6e,0.736980,6,0.459399
3c 2o 6c,0.736980,29,0.807884
3c 2c 6o,0.736980,25,0.747278
3c 2b 6e,0.736980,6,0.459399
3b 2e 6o,0.736980,6,0.459399
3c 2b 6b,0.736980,28,0.792732
3b 2e 6c,0.736980,6,0.459399
3o 2c 6b,0.736980,6,0.459399
3c 2b 6c,0.736980,29,0.807884
3c 2b 6o,0.736980,6,0.459399
3c 2c 6b,0.736980,25,0.747278
3o 2o 6c,0.736980,25,0.747278
3c 2c 6e,0.736980,25,0.747278
7o 12c 10b,0.735543,7,0.473832
7o 12e 10e,0.735543,20,0.670802
7o 12c 10e,0.735543,7,0.473832
7o 12b 10e,0.735543,7,0.473832
7o 12o 10o,0.735543,27,0.776862
7o 12c 10o,0.735543,27,0.776862
7o 12b 10o,0.735543,27,0.776862
7o 12e 10o,0.735543,27,0.776862
7o 12c 10c,0.735543,20,0.670802
7o 12o 10e,0.735543,27,0.776862
7o 12o 10b,0.735543,27,0.776862
7o 12b 10b,0.735543,20,0.670802
7o 12e 10b,0.735543,7,0.473832
7o 12o 10c,0.735543,27,0.776862
7o 12e 10c,0.735543,7,0.473832
7o 12b 10c,0.735543,7,0.473832
2b 1o 11o,0.732304,21,0.684334
2c 1c 11o,0.732304,23,0.714637
2e 1c 11c,0.732304,21,0.684334
2b 1c 11e,0.732304,2,0.396455
2o 1c 11b,0.732304,2,0.396455
2b 1c 11b,0.732304,22,0.699485
2b 1c 11o,0.732304,2,0.396455
2c 1c 11e,0.732304,23,0.714637
2b 1c 11c,0.732304,21,0.684334
2e 1o 11c,0.732304,2,0.396455
2e 1c 11o,0.732304,2,0.396455
2c 1c 11b,0.732304,23,0.714637
2o 1c 11o,0.732304,22,0.699485
2o 1c 11c,0.732304,21,0.684334
2c 1o 11c,0.732304,22,0.699485
2o 1o 11c,0.732304,23,0.714637
2o 1o 11b,0.732304,23,0.714637
2o 1c 11e,0.732304,2,0.396455
2c 1c 11c,0.732304,23,0.714637
2o 1o 11e,0.732304,23,0.714637
2c 1o 11e,0.732304,2,0.396455
2b 1o 11c,0.732304,2,0.396455
2b 1o 11b,0.732304,22,0.699485
2e 1o 11e,0.732304,22,0.699485
2e 1c 11e,0.732304,22,0.699485
2e 1o 11o,0.732304,21,0.684334
2c 1o 11o,0.732304,21,0.684334
2e 1o 11b,0.732304,2,0.396455
2o 1o 11o,0.732304,23,0.714637
2e 1c 11b,0.732304,2,0.396455
2b 1o 11e,0.732304,2,0.396455
2c 1o 11b,0.732304,2,0.396455
2b 2c 10b,0.730309,22,0.698488
2b 2c 10o,0.730309,2,0.395457
2b 2c 10c,0.730309,22,0.698488
2e 2b 10o,0.730309,2,0.395457
2o 2c 10e,0.730309,2,0.395457
2e 2b 10e,0.730309,22,0.698488
2e 2c 10o,0.730309,2,0.395457
2b 2o 10b,0.730309,22,0.698488
2b 2o 10c,0.730309,2,0.395457
2b 2o 10e,0.730309,2,0.395457
2b 2c 10e,0.730309,2,0.395457
2e 2b 10b,0.730309,22,0.698488
2e 2b 10c,0.730309,2,0.395457
2o 2c 10o,0.730309,22,0.698488
2e 2o 10e,0.730309,22,0.698488
2o 2c 10b,0.730309,2,0.395457
2b 2o 10o,0.730309,22,0.698488
2e 2o 10o,0.730309,22,0.698488
2o 2c 10c,0.730309,22,0.698488
2e 2c 10b,0.730309,2,0.395457
2e 2c 10e,0.730309,22,0.698488
2e 2o 10c,0.730309,2,0.395457
2e 2c 10c,0.730309,22,0.698488
2e 2o 10b,0.730309,2,0.395457
1b 12b 7b,0.729966,28,0.789225
1b 12e 7b,0.729966,28,0.789225
1b 12b 7c,0.729966,21,0.683165
1b 12e 7c,0.729966,7,0.471043
1b 12c 7b,0.729966,28,0.789225
1b 12o 7b,0.729966,28,0.789225
1b 12o 7c,0.729966,7,0.471043
1b 12c 7c,0.729966,27,0.774074
7o 11o 11c,0.728700,27,0.773441
7o 11b 11o,0.728700,27,0.773441
7o 11e 11o,0.728700,27,0.773441
7o 11e 11c,0.728700,7,0.470411
7o 11e 11b,0.728700,7,0.470411
7o 11b 11c,0.728700,7,0.470411
7o 1o 6e,0.722801,28,0.785643
7o 1o 6c,0.722801,28,0.785643
7o 1o 6o,0.722801,33,0.861401
7o 1c 6e,0.722801,7,0.467461
7o 1o 6b,0.722801,28,0.785643
7o 1c 6c,0.722801,27,0.770492
7o 1c 6b,0.722801,7,0.467461
7o 1c 6o,0.722801,33,0.861401
1b 1c 5b,0.719713,26,0.753796
1b 1c 5e,0.719713,5,0.435614
1b 1o 5e,0.719713,5,0.435614
1b 1o 5o,0.719713,26,0.753796
1b 1o 5b,0.719713,26,0.753796
1b 1c 5c,0.719713,26,0.753796
1b 1o 5c,0.719713,5,0.435614
1b 1c 5o,0.719713,5,0.435614
7o 2e 4e,0.718983,26,0.753431
7o 2o 4e,0.718983,29,0.798886
7o 2e 4c,0.718983,7,0.465552
7o 2o 4o,0.718983,31,0.829189
7o 2o 4c,0.718983,29,0.798886
7o 2b 4o,0.718983,31,0.829189
7o 2e 4o,0.718983,31,0.829189
7o 2b 4e,0.718983,7,0.465552
7o 2c 4e,0.718983,7,0.465552
7o 2e 4b,0.718983,7,0.465552
7o 2b 4c,0.718983,7,0.465552
7o 2b 4b,0.718983,26,0.753431
7o 2c 4b,0.718983,7,0.465552
7o 2c 4c,0.718983,26,0.753431
7o 2o 4b,0.718983,29,0.798886
7o 2c 4o,0.718983,31,0.829189
1e 11c 10e,0.716967,21,0.676665
1e 11b 10c,0.716967,1,0.373635
1e 11b 10e,0.716967,21,0.676665
1e 11c 10o,0.716967,1,0.373635
1e 11e 10e,0.716967,21,0.676665
1e 11e 10c,0.716967,21,0.676665
1e 11e 10b,0.716967,21,0.676665
1e 11o 10o,0.716967,20,0.661514
1e 11b 10b,0.716967,20,0.661514
1e 11o 10b,0.716967,1,0.373635
1e 11c 10b,0.716967,1,0.373635
1e 11o 10e,0.716967,21,0.676665
1e 11c 10c,0.716967,20,0.661514
1e 11o 10c,0.716967,1,0.373635
1e 11e 10o,0.716967,21,0.676665
1e 11b 10o,0.716967,1,0.373635
7e 12e 7b,0.715187,27,0.766684
7e 12b 7c,0.715187,7,0.463654
7e 12b 7b,0.715187,27,0.766684
7e 12o 7b,0.715187,7,0.463654
7e 12c 7b,0.715187,7,0.463654
7e 12e 7c,0.715187,27,0.766684
7e 12c 7c,0.715187,27,0.766684
7e 12o 7c,0.715187,7,0.463654
1e 12b 6o,0.713213,6,0.447516
1e 12c 6o,0.713213,6,0.447516
1e 12o 6e,0.713213,27,0.765697
1e 12b 6e,0.713213,27,0.765697
1e 12e 6e,0.713213,27,0.765697
1e 12c 6c,0.713213,26,0.750546
1e 12o 6c,0.713213,6,0.447516
1e 12o 6b,0.713213,6,0.447516
1e 12c 6e,0.713213,27,0.765697
1e 12b 6b,0.713213,26,0.750546
1e 12b 6c,0.713213,6,0.447516
1e 12o 6o,0.713213,26,0.750546
1e 12e 6c,0.713213,21,0.674788
1e 12e 6o,0.713213,21,0.674788
1e 12e 6b,0.713213,21,0.674788
1e 12c 6b,0.713213,6,0.447516
3b 1c 7b,0.712655,30,0.810873
3e 1o 7c,0.712655,7,0.462388
3e 1o 7b,0.712655,7,0.462388
3b 1o 7c,0.712655,7,0.462388
3o 1o 7b,0.712655,24,0.719964
3o 1c 7b,0.712655,7,0.462388
3o 1c 7c,0.712655,28,0.780570
3b 1c 7c,0.712655,28,0.780570
3c 1c 7c,0.712655,30,0.810873
3b 1o 7b,0.712655,30,0.810873
3c 1o 7c,0.712655,30,0.810873
3c 1c 7b,0.712655,24,0.719964
3e 1c 7b,0.712655,7,0.462388
3c 1o 7b,0.712655,7,0.462388
3e 1c 7c,0.712655,28,0.780570
3o 1o 7c,0.712655,24,0.719964
1o 12b 12o,0.703239,21,0.669801
1o 12b 12c,0.703239,1,0.366771
1c 12e 12c,0.703239,21,0.669801
1o 12o 12c,0.703239,21,0.669801
1c 12o 12c,0.703239,21,0.669801
1c 12e 12o,0.703239,1,0.366771
1c 12b 12c,0.703239,21,0.669801
1c 12b 12o,0.703239,1,0.366771
1o 12e 12b,0.703239,1,0.366771
1c 12e 12b,0.703239,1,0.366771
1o 12e 12o,0.703239,21,0.669801
1o 12e 12c,0.703239,1,0.366771
1b 11e 10e,0.702982,20,0.654521
1b 11c 10o,0.702982,1,0.366642
1b 11c 10e,0.702982,1,0.366642
1b 11o 10c,0.702982,1,0.366642
1b 11e 10b,0.702982,21,0.669673
1b 11b 10c,0.702982,21,0.669673
1b 11c 10c,0.702982,20,0.654521
1b 11o 10e,0.702982,1,0.366642
1b 11b 10o,0.702982,21,0.669673
1b 11o 10b,0.702982,21,0.669673
1b 11e 10c,0.702982,1,0.366642
1b 11o 10o,0.702982,20,0.654521
1b 11b 10e,0.702982,21,0.669673
1b 11c 10b,0.702982,21,0.669673
1b 11e 10o,0.702982,1,0.366642
1b 11b 10b,0.702982,21,0.669673
1e 1c 4b,0.702703,4,0.411957
1e 1o 4e,0.702703,25,0.730139
1e 1c 4o,0.702703,4,0.411957
1e 1o 4b,0.702703,4,0.411957
1e 1c 4e,0.702703,25,0.730139
1e 1o 4c,0.702703,4,0.411957
1e 1c 4c,0.702703,25,0.730139
1e 1o 4o,0.702703,25,0.730139
7e 1o 5b,0.702188,7,0.457155
7e 1o 5c,0.702188,7,0.457155
7e 1o 5e,0.702188,32,0.835942
7e 1o 5o,0.702188,26,0.745033
7e 1c 5c,0.702188,26,0.745033
7e 1c 5e,0.702188,32,0.835942
7e 1c 5b,0.702188,7,0.457155
7e 1c 5o,0.702188,7,0.457155
3c 2b 5c,0.701630,28,0.775058
3e 2o 5e,0.701630,28,0.775058
3b 2e 5o,0.701630,5,0.426573
3b 2o 5o,0.701630,27,0.759906
3b 2o 5c,0.701630,5,0.426573
3b 2e 5c,0.701630,5,0.426573
3c 2e 5e,0.701630,27,0.759906
3b 2o 5e,0.701630,5,0.426573
3b 2e 5e,0.701630,27,0.759906
3b 2o 5b,0.701630,28,0.775058
3c 2b 5o,0.701630,5,0.426573
3e 2b 5e,0.701630,28,0.775058
3e 2b 5o,0.701630,5,0.426573
3c 2c 5e,0.701630,25,0.729603
3e 2b 5c,0.701630,5,0.426573
3c 2c 5b,0.701630,25,0.729603
3c 2c 5o,0.701630,25,0.729603
3c 2c 5c,0.701630,28,0.775058
3o 2c 5c,0.701630,27,0.759906
3o 2c 5b,0.701630,5,0.426573
3o 2c 5o,0.701630,28,0.775058
3o 2c 5e,0.701630,5,0.426573
3c 2b 5b,0.701630,27,0.759906
3c 2b 5e,0.701630,5,0.426573
3o 2e 5c,0.701630,5,0.426573
3e 2b 5b,0.701630,27,0.759906
3b 2b 5e,0.701630,25,0.729603
3c 2o 5c,0.701630,28,0.775058
3c 2o 5e,0.701630,5,0.426573
3c 2o 5o,0.701630,27,0.759906
3o 2e 5b,0.701630,5,0.426573
3o 2e 5o,0.701630,28,0.775058
3c 2e 5o,0.701630,5,0.426573
3o 2e 5e,0.701630,27,0.759906
3c 2o 5b,0.701630,5,0.426573
3b 2b 5o,0.701630,25,0.729603
3b 2e 5b,0.701630,28,0.775058
3c 2e 5b,0.701630,5,0.426573
3o 2b 5c,0.701630,5,0.426573
3c 2e 5c,0.701630,28,0.775058
3o 2o 5o,0.701630,28,0.775058
3o 2b 5o,0.701630,28,0.775058
3o 2o 5c,0.701630,25,0.729603
3o 2b 5b,0.701630,27,0.759906
3o 2o 5b,0.701630,25,0.729603
3o 2o 5e,0.701630,25,0.729603
3o 2b 5e,0.701630,5,0.426573
3e 2e 5b,0.701630,25,0.729603
3e 2e 5e,0.701630,28,0.775058
3e 2o 5b,0.701630,5,0.426573
3e 2e 5o,0.701630,25,0.729603
3e 2e 5c,0.701630,25,0.729603
3e 2o 5o,0.701630,27,0.759906
3e 2o 5c,0.701630,5,0.426573
3e 2c 5e,0.701630,28,0.775058
3e 2c 5b,0.701630,5,0.426573
3e 2c 5o,0.701630,5,0.426573
3b 2b 5c,0.701630,25,0.729603
3e 2c 5c,0.701630,27,0.759906
3b 2c 5b,0.701630,28,0.775058
3b 2c 5e,0.701630,5,0.426573
3b 2c 5o,0.701630,5,0.426573
3b 2c 5c,0.701630,27,0.759906
3b 2b 5b,0.701630,28,0.775058
7o 12c 7c,0.700408,27,0.759295
7o 12e 7c,0.700408,7,0.456264
7o 12o 7c,0.700408,27,0.759295
7o 12b 7b,0.700408,27,0.759295
7o 12e 7b,0.700408,7,0.456264
7o 12o 7b,0.700408,27,0.759295
7o 12c 7b,0.700408,7,0.456264
7o 12b 7c,0.700408,7,0.456264
3o 12b 10e,0.699914,3,0.395412
3b 12b 10b,0.699914,23,0.698442
3o 12c 10o,0.699914,23,0.698442
3c 12c 10o,0.699914,23,0.698442
3b 12o 10c,0.699914,3,0.395412
3c 12b 10o,0.699914,3,0.395412
3c 12e 10o,0.699914,3,0.395412
3e 12o 10b,0.699914,3,0.395412
3o 12o 10o,0.699914,23,0.698442
3b 12c 10c,0.699914,20,0.652987
3b 12e 10o,0.699914,3,0.395412
3e 12e 10o,0.699914,23,0.698442
3o 12b 10o,0.699914,23,0.698442
3b 12b 10c,0.699914,23,0.698442
3c 12e 10c,0.699914,23,0.698442
3c 12b 10c,0.699914,23,0.698442
3c 12o 10c,0.699914,23,0.698442
3o 12e 10o,0.699914,23,0.698442
3o 12o 10b,0.699914,23,0.698442
3c 12c 10c,0.699914,23,0.698442
3e 12b 10e,0.699914,23,0.698442
3o 12c 10b,0.699914,3,0.395412
3b 12e 10c,0.699914,3,0.395412
3c 12e 10e,0.699914,20,0.652987
3o 12b 10b,0.699914,20,0.652987
3c 12b 10e,0.699914,3,0.395412
3e 12e 10e,0.699914,23,0.698442
3e 12o 10e,0.699914,23,0.698442
3e 12c 10e,0.699914,23,0.698442
3o 12e 10b,0.699914,3,0.395412
3o 12e 10c,0.699914,3,0.395412
3e 12b 10c,0.699914,3,0.395412
3o 12b 10c,0.699914,3,0.395412
3o 12o 10c,0.699914,23,0.698442
3c 12o 10e,0.699914,3,0.395412
3o 12c 10c,0.699914,20,0.652987
3e 12b 10o,0.699914,3,0.395412
3c 12c 10e,0.699914,23,0.698442
3c 12b 10b,0.699914,20,0.652987
3b 12e 10e,0.699914,20,0.652987
3c 12e 10b,0.699914,3,0.395412
3c 12o 10b,0.699914,3,0.395412
3b 12e 10b,0.699914,23,0.698442
3e 12o 10o,0.699914,20,0.652987
3b 12c 10o,0.699914,3,0.395412
3o 12c 10e,0.699914,3,0.395412
3e 12c 10b,0.699914,3,0.395412
3b 12o 10o,0.699914,20,0.652987
3b 12c 10b,0.699914,23,0.698442
3e 12o 10c,0.699914,3,0.395412
3o 12o 10e,0.699914,23,0.698442
3o 12e 10e,0.699914,20,0.652987
3b 12o 10b,0.699914,23,0.698442
3e 12c 10o,0.699914,3,0.395412
3e 12c 10c,0.699914,20,0.652987
3c 12c 10b,0.699914,23,0.698442
3e 12e 10b,0.699914,23,0.698442
3b 12b 10o,0.699914,23,0.698442
3c 12o 10o,0.699914,20,0.652987
3b 12o 10e,0.699914,3,0.395412
3e 12e 10c,0.699914,23,0.698442
3b 12c 10e,0.699914,3,0.395412
3b 12b 10e,0.699914,23,0.698442
3e 12b 10b,0.699914,20,0.652987
2e 2c 7b,0.698263,7,0.455192
2b 2c 7c,0.698263,29,0.788525
2e 2b 7c,0.698263,7,0.455192
2b 2o 7b,0.698263,29,0.788525
2e 2b 7b,0.698263,29,0.788525
2b 2o 7c,0.698263,7,0.455192
2b 2c 7b,0.698263,29,0.788525
2o 2c 7c,0.698263,29,0.788525
2e 2o 7b,0.698263,7,0.455192
2e 2o 7c,0.698263,7,0.455192
2o 2c 7b,0.698263,7,0.455192
2e 2c 7c,0.698263,29,0.788525
1b 12b 6b,0.697855,27,0.758018
1b 12o 6b,0.697855,27,0.758018
1b 12b 6o,0.697855,21,0.667109
1b 12b 6e,0.697855,21,0.667109
1b 12o 6e,0.697855,6,0.439837
1b 12c 6e,0.697855,6,0.439837
1b 12e 6e,0.697855,26,0.742867
1b 12c 6b,0.697855,27,0.758018
1b 12e 6b,0.697855,27,0.758018
1b 12o 6c,0.697855,6,0.439837
1b 12b 6c,0.697855,21,0.667109
1b 12c 6c,0.697855,26,0.742867
1b 12e 6c,0.697855,6,0.439837
1b 12e 6o,0.697855,6,0.439837
1b 12o 6o,0.697855,26,0.742867
1b 12c 6o,0.697855,6,0.439837
3c 11o 11c,0.694187,23,0.695578
3c 11e 11c,0.694187,23,0.695578
3c 11e 11o,0.694187,3,0.392548
3c 11e 11b,0.694187,3,0.392548
3c 11b 11o,0.694187,3,0.392548
3e 11o 11c,0.694187,3,0.392548
3c 11b 11c,0.694187,23,0.695578
3b 11o 11c,0.694187,3,0.392548
3b 11b 11c,0.694187,23,0.695578
3o 11e 11b,0.694187,3,0.392548
3o 11e 11o,0.694187,23,0.695578
3o 11e 11c,0.694187,3,0.392548
3b 11e 11b,0.694187,23,0.695578
3o 11b 11o,0.694187,23,0.695578
3o 11b 11c,0.694187,3,0.392548
3e 11b 11o,0.694187,3,0.392548
3e 11e 11b,0.694187,23,0.695578
3o 11o 11c,0.694187,23,0.695578
3e 11e 11c,0.694187,23,0.695578
3e 11e 11o,0.694187,23,0.695578
3e 11b 11c,0.694187,3,0.392548
3b 11b 11o,0.694187,23,0.695578
3b 11e 11o,0.694187,3,0.392548
3b 11e 11c,0.694187,3,0.392548
2o 12c 11b,0.693050,2,0.376828
2c 12b 11b,0.693050,20,0.649555
2c 12c 11c,0.693050,22,0.679858
2c 12c 11o,0.693050,22,0.679858
2b 12c 11o,0.693050,2,0.376828
2b 12e 11c,0.693050,2,0.376828
2b 12o 11c,0.693050,2,0.376828
2b 12b 11c,0.693050,22,0.679858
2c 12o 11c,0.693050,22,0.679858
2c 12e 11c,0.693050,22,0.679858
2c 12b 11c,0.693050,22,0.679858
2c 12o 11o,0.693050,20,0.649555
2e 12o 11c,0.693050,2,0.376828
2e 12c 11c,0.693050,20,0.649555
2e 12b 11c,0.693050,2,0.376828
2b 12c 11c,0.693050,20,0.649555
2e 12e 11c,0.693050,22,0.679858
2e 12b 11o,0.693050,2,0.376828
2e 12c 11o,0.693050,2,0.376828
2e 12o 11o,0.693050,20,0.649555
2e 12e 11o,0.693050,22,0.679858
2e 12c 11b,0.693050,2,0.376828
2e 12o 11b,0.693050,2,0.376828
2e 12b 11b,0.693050,20,0.649555
2e 12e 11b,0.693050,22,0.679858
2e 12c 11e,0.693050,22,0.679858
2e 12o 11e,0.693050,22,0.679858
2e 12b 11e,0.693050,22,0.679858
2e 12e 11e,0.693050,22,0.679858
2c 12b 11o,0.693050,2,0.376828
2c 12e 11o,0.693050,2,0.376828
2b 12o 11b,0.693050,22,0.679858
2o 12b 11e,0.693050,2,0.376828
2o 12e 11e,0.693050,20,0.649555
2o 12c 11e,0.693050,2,0.376828
2o 12o 11e,0.693050,22,0.679858
2c 12o 11b,0.693050,2,0.376828
2b 12e 11o,0.693050,2,0.376828
2b 12b 11o,0.693050,22,0.679858
2b 12o 11o,0.693050,20,0.649555
2o 12b 11b,0.693050,20,0.649555
2b 12c 11b,0.693050,22,0.679858
2c 12e 11e,0.693050,20,0.649555
2c 12b 11e,0.693050,2,0.376828
2b 12e 11b,0.693050,22,0.679858
2c 12c 11b,0.693050,22,0.679858
2c 12e 11b,0.693050,2,0.376828
2c 12c 11e,0.693050,22,0.679858
2o 12e 11b,0.693050,2,0.376828
2o 12o 11b,0.693050,22,0.679858
2b 12b 11b,0.693050,22,0.679858
2o 12e 11o,0.693050,22,0.679858
2o 12b 11o,0.693050,22,0.679858
2o 12c 11o,0.693050,22,0.679858
2o 12e 11c,0.693050,2,0.376828
2o 12c 11c,0.693050,20,0.649555
2o 12o 11c,0.693050,22,0.679858
2b 12c 11e,0.693050,2,0.376828
2o 12o 11o,0.693050,22,0.679858
2o 12b 11c,0.693050,2,0.376828
2b 12o 11e,0.693050,2,0.376828
2c 12o 11e,0.693050,2,0.376828
2b 12b 11e,0.693050,22,0.679858
2b 12e 11e,0.693050,20,0.649555
1o 1c 11o,0.691377,21,0.663870
1o 1c 11b,0.691377,1,0.360840
1o 1c 11c,0.691377,21,0.663870
1o 1c 11e,0.691377,1,0.360840
7e 11c 10b,0.688996,7,0.450559
7e 11b 10o,0.688996,7,0.450559
7e 11c 10e,0.688996,27,0.753589
7e 11o 10e,0.688996,27,0.753589
7e 11o 10b,0.688996,7,0.450559
7e 11e 10o,0.688996,27,0.753589
7e 11o 10o,0.688996,20,0.647528
7e 11e 10c,0.688996,27,0.753589
7e 11c 10c,0.688996,20,0.647528
7e 11b 10e,0.688996,27,0.753589
7e 11o 10c,0.688996,7,0.450559
7e 11b 10b,0.688996,20,0.647528
7e 11e 10b,0.688996,27,0.753589
7e 11e 10e,0.688996,27,0.753589
7e 11c 10o,0.688996,7,0.450559
7e 11b 10c,0.688996,7,0.450559
2e 1c 10o,0.686229,2,0.373418
2o 1o 10e,0.686229,23,0.691599
2c 1c 10c,0.686229,23,0.691599
2e 1o 10c,0.686229,2,0.373418
2e 1o 10b,0.686229,2,0.373418
2e 1c 10b,0.686229,2,0.373418
2b 1c 10e,0.686229,2,0.373418
2b 1c 10b,0.686229,22,0.676448
2o 1c 10b,0.686229,2,0.373418
2o 1c 10e,0.686229,2,0.373418
2o 1c 10c,0.686229,21,0.661296
2e 1c 10e,0.686229,22,0.676448
2c 1o 10b,0.686229,2,0.373418
2o 1o 10c,0.686229,23,0.691599
2e 1o 10e,0.686229,22,0.676448
2c 1c 10b,0.686229,23,0.691599
2b 1o 10o,0.686229,21,0.661296
2b 1o 10e,0.686229,2,0.373418
2b 1o 10b,0.686229,22,0.676448
2e 1c 10c,0.686229,21,0.661296
2o 1o 10o,0.686229,23,0.691599
2c 1c 10o,0.686229,23,0.691599
2c 1c 10e,0.686229,23,0.691599
2c 1o 10c,0.686229,22,0.676448
2c 1o 10o,0.686229,21,0.661296
2c 1o 10e,0.686229,2,0.373418
2e 1o 10o,0.686229,21,0.661296
2o 1o 10b,0.686229,23,0.691599
2b 1c 10o,0.686229,2,0.373418
2b 1c 10c,0.686229,21,0.661296
2o 1c 10o,0.686229,22,0.676448
2b 1o 10c,0.686229,2,0.373418
7o 1o 5c,0.684663,28,0.766574
7o 1o 5e,0.684663,28,0.766574
7o 1c 5e,0.684663,7,0.448392
7o 1c 5c,0.684663,26,0.736271
7o 1c 5b,0.684663,7,0.448392
7o 1o 5b,0.684663,28,0.766574
7o 1c 5o,0.684663,32,0.827180
7o 1o 5o,0.684663,32,0.827180
1b 1c 4b,0.683977,25,0.720776
1b 1o 4b,0.683977,25,0.720776
1b 1o 4e,0.683977,4,0.402594
1b 1c 4o,0.683977,4,0.402594
1b 1c 4e,0.683977,4,0.402594
1b 1c 4c,0.683977,25,0.720776
1b 1o 4o,0.683977,25,0.720776
1b 1o 4c,0.683977,4,0.402594
7e 12o 6b,0.682497,7,0.447309
7e 12o 6c,0.682497,7,0.447309
7e 12c 6o,0.682497,7,0.447309
7e 12o 6o,0.682497,26,0.735188
7e 12c 6b,0.682497,7,0.447309
7e 12b 6o,0.682497,7,0.447309
7e 12e 6o,0.682497,27,0.750339
7e 12c 6e,0.682497,33,0.841248
7e 12o 6e,0.682497,33,0.841248
7e 12e 6b,0.682497,27,0.750339
7e 12b 6e,0.682497,33,0.841248
7e 12e 6e,0.682497,33,0.841248
7e 12c 6c,0.682497,26,0.735188
7e 12b 6b,0.682497,26,0.735188
7e 12b 6c,0.682497,7,0.447309
7e 12e 6c,0.682497,27,0.750339
3e 1o 6b,0.682411,6,0.432115
3c 1c 6e,0.682411,24,0.704842
3o 1o 6c,0.682411,24,0.704842
3c 1o 6o,0.682411,27,0.750296
3c 1o 6b,0.682411,6,0.432115
3c 1o 6e,0.682411,6,0.432115
3o 1o 6o,0.682411,29,0.780599
3b 1o 6e,0.682411,6,0.432115
3b 1o 6b,0.682411,29,0.780599
3o 1o 6b,0.682411,24,0.704842
3b 1o 6o,0.682411,27,0.750296
3e 1c 6c,0.682411,27,0.750296
3e 1c 6o,0.682411,6,0.432115
3b 1o 6c,0.682411,6,0.432115
3o 1o 6e,0.682411,24,0.704842
3c 1c 6c,0.682411,29,0.780599
3e 1o 6c,0.682411,6,0.432115
3o 1c 6b,0.682411,6,0.432115
3e 1o 6o,0.682411,27,0.750296
3o 1c 6o,0.682411,29,0.780599
3e 1o 6e,0.682411,29,0.780599
3e 1c 6b,0.682411,6,0.432115
3o 1c 6e,0.682411,6,0.432115
3c 1c 6o,0.682411,24,0.704842
3o 1c 6c,0.682411,27,0.750296
