hand,truco_score
1b 3b 6c,28.32278
1b 3b 7e,35.72973
1b 3b 7b,29.105791
1b 3b 7o,35.545174
1b 3b 7c,29.105791
1b 3b 10e,30.041698
1b 3b 10b,30.041698
1b 3b 10o,30.041698
1b 3b 10c,30.041698
1b 3b 11e,31.187645
1b 3b 11b,31.187645
1b 3b 11o,31.187645
1b 3b 11c,31.187645
1b 3b 12e,32.33359
1b 3b 12b,32.33359
1b 3b 12o,32.33359
1b 3b 12c,32.33359
1b 3o 3c,35.04556
1b 3o 4e,26.030888
1b 3o 4b,26.030888
1b 3o 4o,26.030888
1b 3o 4c,26.030888
1b 3o 5e,27.176834
1b 3o 5b,27.176834
1b 3o 5o,27.176834
1b 3o 5c,27.176834
1b 3o 6e,28.32278
1b 3o 6b,28.32278
1b 3o 6o,28.32278
1b 3o 6c,28.32278
1b 3o 7e,35.72973
1b 3o 7b,29.105791
1b 3o 7o,35.545174
1b 3o 7c,29.105791
1b 3o 10e,30.041698
1b 3o 10b,30.041698
1b 3o 10o,30.041698
1b 3o 10c,30.041698
1b 3o 11e,31.187645
1b 3o 11b,31.187645
1b 3o 11o,31.187645
1b 3o 11c,31.187645
1b 3o 12e,32.33359
1b 3o 12b,32.33359
1b 3o 12o,32.33359
1b 3o 12c,32.33359
1b 3c 4e,26.030888
1b 3c 4b,26.030888
1b 3c 4o,26.030888
1b 3c 4c,26.030888
1b 3c 5e,27.176834
1b 3c 5b,27.176834
1b 3c 5o,27.176834
1b 3c 5c,27.176834
1b 3c 6e,28.32278
1b 3c 6b,28.32278
1b 3c 6o,28.32278
1b 3c 6c,28.32278
1b 3c 7e,35.72973
1b 3c 7b,29.105791
1b 3c 7o,35.545174
1b 3c 7c,29.105791
1b 3c 10e,30.041698
1b 3c 10b,30.041698
1b 3c 10o,30.041698
1b 3c 10c,30.041698
1b 3c 11e,31.187645
1b 3c 11b,31.187645
1b 3c 11o,31.187645
1b 3c 11c,31.187645
1b 3c 12e,32.33359
1b 3c 12b,32.33359
1b 3c 12o,32.33359
1b 3c 12c,32.33359
1b 4e 4b,-32.216217
1b 4e 4o,-32.216217
1b 4e 4c,-32.216217
1b 4e 5e,-24.801544
1b 4e 5b,-24.801544
1b 4e 5o,-24.801544
1b 4e 5c,-24.801544
1b 4e 6e,-17.539768
1b 4e 6b,-17.539768
1b 4e 6o,-17.539768
1b 4e 6c,-17.539768
1b 4e 7e,32.27027
1b 4e 7b,-12.169884
1b 4e 7o,30.454826
1b 4e 7c,-12.169884
1b 4e 10e,-6.6471043
1b 4e 10b,-6.6471043
1b 4e 10o,-6.6471043
1b 4e 10c,-6.6471043
1b 4e 11e,0.6146718
1b 4e 11b,0.6146718
1b 4e 11o,0.6146718
1b 4e 11c,0.6146718
1b 4e 12e,7.8764477
1b 4e 12b,7.8764477
1b 4e 12o,7.8764477
1b 4e 12c,7.8764477
1b 4b 4o,-32.216217
1b 4b 4c,-32.216217
1b 4b 5e,-24.801544
1b 4b 5b,-24.801544
1b 4b 5o,-24.801544
1b 4b 5c,-24.801544
1b 4b 6e,-17.539768
1b 4b 6b,-17.539768
1b 4b 6o,-17.539768
1b 4b 6c,-17.539768
1b 4b 7e,32.27027
1b 4b 7b,-12.169884
1b 4b 7o,30.454826
1b 4b 7c,-12.169884
1b 4b 10e,-6.6471043
1b 4b 10b,-6.6471043
1b 4b 10o,-6.6471043
1b 4b 10c,-6.6471043
1b 4b 11e,0.6146718
1b 4b 11b,0.6146718
1b 4b 11o,0.6146718
1b 4b 11c,0.6146718
1b 4b 12e,7.8764477
1b 4b 12b,7.8764477
1b 4b 12o,7.8764477
1b 4b 12c,7.8764477
1b 4o 4c,-32.216217
1b 4o 5e,-24.801544
1b 4o 5b,-24.801544
1b 4o 5o,-24.801544
1b 4o 5c,-24.801544
1b 4o 6e,-17.539768
1b 4o 6b,-17.539768
1b 4o 6o,-17.539768
1b 4o 6c,-17.539768
1b 4o 7e,32.27027
1b 4o 7b,-12.169884
1b 4o 7o,30.454826
1b 4o 7c,-12.169884
1b 4o 10e,-6.6471043
1b 4o 10b,-6.6471043
1b 4o 10o,-6.6471043
1b 4o 10c,-6.6471043
1b 4o 11e,0.6146718
1b 4o 11b,0.6146718
1b 4o 11o,0.6146718
1b 4o 11c,0.6146718
1b 4o 12e,7.8764477
1b 4o 12b,7.8764477
1b 4o 12o,7.8764477
1b 4o 12c,7.8764477
1b 4c 5e,-24.801544
1b 4c 5b,-24.801544
1b 4c 5o,-24.801544
1b 4c 5c,-24.801544
1b 4c 6e,-17.539768
1b 4c 6b,-17.539768
1b 4c 6o,-17.539768
1b 4c 6c,-17.539768
1b 4c 7e,32.27027
1b 4c 7b,-12.169884
1b 4c 7o,30.454826
1b 4c 7c,-12.169884
1b 4c 10e,-6.6471043
1b 4c 10b,-6.6471043
1b 4c 10o,-6.6471043
1b 4c 10c,-6.6471043
1b 4c 11e,0.6146718
1b 4c 11b,0.6146718
1b 4c 11o,0.6146718
1b 4c 11c,0.6146718
1b 4c 12e,7.8764477
1b 4c 12b,7.8764477
1b 4c 12o,7.8764477
1b 4c 12c,7.8764477
1b 5e 5b,-18.100386
1b 5e 5o,-18.100386
1b 5e 5c,-18.100386
1b 5e 6e,-11.501159
1b 5e 6b,-11.501159
1b 5e 6o,-11.501159
1b 5e 6c,-11.501159
1b 5e 7e,32.7027
1b 5e 7b,-6.742857
1b 5e 7o,31.09112
1b 5e 7c,-6.742857
1b 5e 10e,-1.8316603
1b 5e 10b,-1.8316603
1b 5e 10o,-1.8316603
1b 5e 10c,-1.8316603
1b 5e 11e,4.6146717
1b 5e 11b,4.6146717
1b 5e 11o,4.6146717
1b 5e 11c,4.6146717
1b 5e 12e,11.061004
1b 5e 12b,11.061004
1b 5e 12o,11.061004
1b 5e 12c,11.061004
1b 5b 5o,-18.100386
1b 5b 5c,-18.100386
1b 5b 6e,-11.501159
1b 5b 6b,-11.501159
1b 5b 6o,-11.501159
1b 5b 6c,-11.501159
1b 5b 7e,32.7027
1b 5b 7b,-6.742857
1b 5b 7o,31.09112
1b 5b 7c,-6.742857
1b 5b 10e,-1.8316603
1b 5b 10b,-1.8316603
1b 5b 10o,-1.8316603
1b 5b 10c,-1.8316603
1b 5b 11e,4.6146717
1b 5b 11b,4.6146717
1b 5b 11o,4.6146717
1b 5b 11c,4.6146717
1b 5b 12e,11.061004
1b 5b 12b,11.061004
1b 5b 12o,11.061004
1b 5b 12c,11.061004
1b 5o 5c,-18.100386
1b 5o 6e,-11.501159
1b 5o 6b,-11.501159
1b 5o 6o,-11.501159
1b 5o 6c,-11.501159
1b 5o 7e,32.7027
1b 5o 7b,-6.742857
1b 5o 7o,31.09112
1b 5o 7c,-6.742857
1b 5o 10e,-1.8316603
1b 5o 10b,-1.8316603
1b 5o 10o,-1.8316603
1b 5o 10c,-1.8316603
1b 5o 11e,4.6146717
1b 5o 11b,4.6146717
1b 5o 11o,4.6146717
1b 5o 11c,4.6146717
1b 5o 12e,11.061004
1b 5o 12b,11.061004
1b 5o 12o,11.061004
1b 5o 12c,11.061004
1b 5c 6e,-11.501159
1b 5c 6b,-11.501159
1b 5c 6o,-11.501159
1b 5c 6c,-11.501159
1b 5c 7e,32.7027
1b 5c 7b,-6.742857
1b 5c 7o,31.09112
1b 5c 7c,-6.742857
1b 5c 10e,-1.8316603
1b 5c 10b,-1.8316603
1b 5c 10o,-1.8316603
1b 5c 10c,-1.8316603
1b 5c 11e,4.6146717
1b 5c 11b,4.6146717
1b 5c 11o,4.6146717
1b 5c 11c,4.6146717
1b 5c 12e,11.061004
1b 5c 12b,11.061004
1b 5c 12o,11.061004
1b 5c 12c,11.061004
1b 6e 6b,-5.615444
1b 6e 6o,-5.615444
1b 6e 6c,-5.615444
1b 6e 7e,33.135136
1b 6e 7b,-1.3158301
1b 6e 7o,31.727413
1b 6e 7c,-1.3158301
1b 6e 10e,2.9837837
1b 6e 10b,2.9837837
1b 6e 10o,2.9837837
1b 6e 10c,2.9837837
1b 6e 11e,8.614672
1b 6e 11b,8.614672
1b 6e 11o,8.614672
1b 6e 11c,8.614672
1b 6e 12e,14.24556
1b 6e 12b,14.24556
1b 6e 12o,14.24556
1b 6e 12c,14.24556
1b 6b 6o,-5.615444
1b 6b 6c,-5.615444
1b 6b 7e,33.135136
1b 6b 7b,-1.3158301
1b 6b 7o,31.727413
1b 6b 7c,-1.3158301
1b 6b 10e,2.9837837
1b 6b 10b,2.9837837
1b 6b 10o,2.9837837
1b 6b 10c,2.9837837
1b 6b 11e,8.614672
1b 6b 11b,8.614672
1b 6b 11o,8.614672
1b 6b 11c,8.614672
1b 6b 12e,14.24556
1b 6b 12b,14.24556
1b 6b 12o,14.24556
1b 6b 12c,14.24556
1b 6o 6c,-5.615444
1b 6o 7e,33.135136
1b 6o 7b,-1.3158301
1b 6o 7o,31.727413
1b 6o 7c,-1.3158301
1b 6o 10e,2.9837837
1b 6o 10b,2.9837837
1b 6o 10o,2.9837837
1b 6o 10c,2.9837837
1b 6o 11e,8.614672
1b 6o 11b,8.614672
1b 6o 11o,8.614672
1b 6o 11c,8.614672
1b 6o 12e,14.24556
1b 6o 12b,14.24556
1b 6o 12o,14.24556
1b 6o 12c,14.24556
1b 6c 7e,33.135136
1b 6c 7b,-1.3158301
1b 6c 7o,31.727413
1b 6c 7c,-1.3158301
1b 6c 10e,2.9837837
1b 6c 10b,2.9837837
1b 6c 10o,2.9837837
1b 6c 10c,2.9837837
1b 6c 11e,8.614672
1b 6c 11b,8.614672
1b 6c 11o,8.614672
1b 6c 11c,8.614672
1b 6c 12e,14.24556
1b 6c 12b,14.24556
1b 6c 12o,14.24556
1b 6c 12c,14.24556
1b 7e 7b,33.45946
1b 7e 7o,36
1b 7e 7c,33.45946
1b 7e 10e,33.783783
1b 7e 10b,33.783783
1b 7e 10o,33.783783
1b 7e 10c,33.783783
1b 7e 11e,34.216217
1b 7e 11b,34.216217
1b 7e 11o,34.216217
1b 7e 11c,34.216217
1b 7e 12e,34.648647
1b 7e 12b,34.648647
1b 7e 12o,34.648647
1b 7e 12c,34.648647
1b 7b 7o,32.20463
1b 7b 7c,2.6779923
1b 7b 10e,6.518919
1b 7b 10b,6.518919
1b 7b 10o,6.518919
1b 7b 10c,6.518919
1b 7b 11e,11.538224
1b 7b 11b,11.538224
1b 7b 11o,11.538224
1b 7b 11c,11.538224
1b 7b 12e,16.55753
1b 7b 12b,16.55753
1b 7b 12o,16.55753
1b 7b 12c,16.55753
1b 7o 7c,32.20463
1b 7o 10e,32.681854
1b 7o 10b,32.681854
1b 7o 10o,32.681854
1b 7o 10c,32.681854
1b 7o 11e,33.318146
1b 7o 11b,33.318146
1b 7o 11o,33.318146
1b 7o 11c,33.318146
1b 7o 12e,33.95444
1b 7o 12b,33.95444
1b 7o 12o,33.95444
1b 7o 12c,33.95444
1b 7c 10e,6.518919
1b 7c 10b,6.518919
1b 7c 10o,6.518919
1b 7c 10c,6.518919
1b 7c 11e,11.538224
1b 7c 11b,11.538224
1b 7c 11o,11.538224
1b 7c 11c,11.538224
1b 7c 12e,16.55753
1b 7c 12b,16.55753
1b 7c 12o,16.55753
1b 7c 12c,16.55753
1b 10e 10b,10.054054
1b 10e 10o,10.054054
1b 10e 10c,10.054054
1b 10e 11e,14.614672
1b 10e 11b,14.614672
1b 10e 11o,14.614672
1b 10e 11c,14.614672
1b 10e 12e,19.022394
1b 10e 12b,19.022394
1b 10e 12o,19.022394
1b 10e 12c,19.022394
1b 10b 10o,10.054054
1b 10b 10c,10.054054
1b 10b 11e,14.614672
1b 10b 11b,14.614672
1b 10b 11o,14.614672
1b 10b 11c,14.614672
1b 10b 12e,19.022394
1b 10b 12b,19.022394
1b 10b 12o,19.022394
1b 10b 12c,19.022394
1b 10o 10c,10.054054
1b 10o 11e,14.614672
1b 10o 11b,14.614672
1b 10o 11o,14.614672
1b 10o 11c,14.614672
1b 10o 12e,19.022394
1b 10o 12b,19.022394
1b 10o 12o,19.022394
1b 10o 12c,19.022394
1b 10c 11e,14.614672
1b 10c 11b,14.614672
1b 10c 11o,14.614672
1b 10c 11c,14.614672
1b 10c 12e,19.022394
1b 10c 12b,19.022394
1b 10c 12o,19.022394
1b 10c 12c,19.022394
1b 11e 11b,18.461777
1b 11e 11o,18.461777
1b 11e 11c,18.461777
1b 11e 12e,22.20695
1b 11e 12b,22.20695
1b 11e 12o,22.20695
1b 11e 12c,22.20695
1b 11b 11o,18.461777
1b 11b 11c,18.461777
1b 11b 12e,22.20695
1b 11b 12b,22.20695
1b 11b 12o,22.20695
1b 11b 12c,22.20695
1b 11o 11c,18.461777
1b 11o 12e,22.20695
1b 11o 12b,22.20695
1b 11o 12o,22.20695
1b 11o 12c,22.20695
1b 11c 12e,22.20695
1b 11c 12b,22.20695
1b 11c 12o,22.20695
1b 11c 12c,22.20695
1b 12e 12b,25.23861
1b 12e 12o,25.23861
1b 12e 12c,25.23861
1b 12b 12o,25.23861
1b 12b 12c,25.23861
1b 12o 12c,25.23861
1o 1c 2e,22.424711
1o 1c 2b,22.424711
1o 1c 2o,22.424711
1o 1c 2c,22.424711
1o 1c 3e,25.637066
1o 1c 3b,25.637066
1o 1c 3o,25.637066
1o 1c 3c,25.637066
1o 1c 4e,-2.2332046
1o 1c 4b,-2.2332046
1o 1c 4o,-2.2332046
1o 1c 4c,-2.2332046
1o 1c 5e,1.3250965
1o 1c 5b,1.3250965
1o 1c 5o,1.3250965
1o 1c 5c,1.3250965
1o 1c 6e,4.8833976
1o 1c 6b,4.8833976
1o 1c 6o,4.8833976
1o 1c 6c,4.8833976
1o 1c 7e,28.447876
1o 1c 7b,7.5521235
1o 1c 7o,27.644787
1o 1c 7c,7.5521235
1o 1c 10e,10.220849
1o 1c 10b,10.220849
1o 1c 10o,10.220849
1o 1c 10c,10.220849
1o 1c 11e,13.779151
1o 1c 11b,13.779151
1o 1c 11o,13.779151
1o 1c 11c,13.779151
1o 1c 12e,17.337452
1o 1c 12b,17.337452
1o 1c 12o,17.337452
1o 1c 12c,17.337452
1o 2e 2b,24.783012
1o 2e 2o,24.783012
1o 2e 2c,24.783012
1o 2e 3e,27.777607
1o 2e 3b,27.777607
1o 2e 3o,27.777607
1o 2e 3c,27.777607
1o 2e 4e,1.7976834
1o 2e 4b,1.7976834
1o 2e 4o,1.7976834
1o 2e 4c,1.7976834
1o 2e 5e,5.115058
1o 2e 5b,5.115058
1o 2e 5o,5.115058
1o 2e 5c,5.115058
1o 2e 6e,8.432432
1o 2e 6b,8.432432
1o 2e 6o,8.432432
1o 2e 6c,8.432432
1o 2e 7e,30.227028
1o 2e 7b,10.875675
1o 2e 7o,29.502703
1o 2e 7c,10.875675
1o 2e 10e,13.408494
1o 2e 10b,13.408494
1o 2e 10o,13.408494
1o 2e 10c,13.408494
1o 2e 11e,16.725868
1o 2e 11b,16.725868
1o 2e 11o,16.725868
1o 2e 11c,16.725868
1o 2e 12e,20.043243
1o 2e 12b,20.043243
1o 2e 12o,20.043243
1o 2e 12c,20.043243
1o 2b 2o,24.783012
1o 2b 2c,24.783012
1o 2b 3e,27.777607
1o 2b 3b,27.777607
1o 2b 3o,27.777607
1o 2b 3c,27.777607
1o 2b 4e,1.7976834
1o 2b 4b,1.7976834
1o 2b 4o,1.7976834
1o 2b 4c,1.7976834
1o 2b 5e,5.115058
1o 2b 5b,5.115058
1o 2b 5o,5.115058
1o 2b 5c,5.115058
1o 2b 6e,8.432432
1o 2b 6b,8.432432
1o 2b 6o,8.432432
1o 2b 6c,8.432432
1o 2b 7e,30.227028
1o 2b 7b,10.875675
1o 2b 7o,29.502703
1o 2b 7c,10.875675
1o 2b 10e,13.408494
1o 2b 10b,13.408494
1o 2b 10o,13.408494
1o 2b 10c,13.408494
1o 2b 11e,16.725868
1o 2b 11b,16.725868
1o 2b 11o,16.725868
1o 2b 11c,16.725868
1o 2b 12e,20.043243
1o 2b 12b,20.043243
1o 2b 12o,20.043243
1o 2b 12c,20.043243
1o 2o 2c,24.783012
1o 2o 3e,27.777607
1o 2o 3b,27.777607
1o 2o 3o,27.777607
1o 2o 3c,27.777607
1o 2o 4e,1.7976834
1o 2o 4b,1.7976834
1o 2o 4o,1.7976834
1o 2o 4c,1.7976834
1o 2o 5e,5.115058
1o 2o 5b,5.115058
1o 2o 5o,5.115058
1o 2o 5c,5.115058
1o 2o 6e,8.432432
1o 2o 6b,8.432432
1o 2o 6o,8.432432
1o 2o 6c,8.432432
1o 2o 7e,30.227028
1o 2o 7b,10.875675
1o 2o 7o,29.502703
1o 2o 7c,10.875675
1o 2o 10e,13.408494
1o 2o 10b,13.408494
1o 2o 10o,13.408494
1o 2o 10c,13.408494
1o 2o 11e,16.725868
1o 2o 11b,16.725868
1o 2o 11o,16.725868
1o 2o 11c,16.725868
1o 2o 12e,20.043243
1o 2o 12b,20.043243
1o 2o 12o,20.043243
1o 2o 12c,20.043243
1o 2c 3e,27.777607
1o 2c 3b,27.777607
1o 2c 3o,27.777607
1o 2c 3c,27.777607
1o 2c 4e,1.7976834
1o 2c 4b,1.7976834
1o 2c 4o,1.7976834
1o 2c 4c,1.7976834
1o 2c 5e,5.115058
1o 2c 5b,5.115058
1o 2c 5o,5.115058
1o 2c 5c,5.115058
1o 2c 6e,8.432432
1o 2c 6b,8.432432
1o 2c 6o,8.432432
1o 2c 6c,8.432432
1o 2c 7e,30.227028
1o 2c 7b,10.875675
1o 2c 7o,29.502703
1o 2c 7c,10.875675
1o 2c 10e,13.408494
1o 2c 10b,13.408494
1o 2c 10o,13.408494
1o 2c 10c,13.408494
1o 2c 11e,16.725868
1o 2c 11b,16.725868
1o 2c 11o,16.725868
1o 2c 11c,16.725868
1o 2c 12e,20.043243
1o 2c 12b,20.043243
1o 2c 12o,20.043243
1o 2c 12c,20.043243
1o 3e 3b,30.349035
1o 3e 3o,30.349035
1o 3e 3c,30.349035
1o 3e 4e,7.1907334
1o 3e 4b,7.1907334
1o 3e 4o,7.1907334
1o 3e 4c,7.1907334
1o 3e 5e,10.162162
1o 3e 5b,10.162162
1o 3e 5o,10.162162
1o 3e 5c,10.162162
1o 3e 6e,13.133591
1o 3e 6b,13.133591
1o 3e 6o,13.133591
1o 3e 6c,13.133591
1o 3e 7e,32.503475
1o 3e 7b,15.311197
1o 3e 7o,31.890348
1o 3e 7c,15.311197
1o 3e 10e,17.590734
1o 3e 10b,17.590734
1o 3e 10o,17.590734
1o 3e 10c,17.590734
1o 3e 11e,20.562162
1o 3e 11b,20.562162
1o 3e 11o,20.562162
1o 3e 11c,20.562162
1o 3e 12e,23.53359
1o 3e 12b,23.53359
1o 3e 12o,23.53359
1o 3e 12c,23.53359
1o 3b 3o,30.349035
1o 3b 3c,30.349035
1o 3b 4e,7.1907334
1o 3b 4b,7.1907334
1o 3b 4o,7.1907334
1o 3b 4c,7.1907334
1o 3b 5e,10.162162
1o 3b 5b,10.162162
1o 3b 5o,10.162162
1o 3b 5c,10.162162
1o 3b 6e,13.133591
1o 3b 6b,13.133591
1o 3b 6o,13.133591
1o 3b 6c,13.133591
1o 3b 7e,32.503475
1o 3b 7b,15.311197
1o 3b 7o,31.890348
1o 3b 7c,15.311197
1o 3b 10e,17.590734
1o 3b 10b,17.590734
1o 3b 10o,17.590734
1o 3b 10c,17.590734
1o 3b 11e,20.562162
1o 3b 11b,20.562162
1o 3b 11o,20.562162
1o 3b 11c,20.562162
1o 3b 12e,23.53359
1o 3b 12b,23.53359
1o 3b 12o,23.53359
1o 3b 12c,23.53359
1o 3o 3c,30.349035
1o 3o 4e,7.1907334
1o 3o 4b,7.1907334
1o 3o 4o,7.1907334
1o 3o 4c,7.1907334
1o 3o 5e,10.162162
1o 3o 5b,10.162162
1o 3o 5o,10.162162
1o 3o 5c,10.162162
1o 3o 6e,13.133591
1o 3o 6b,13.133591
1o 3o 6o,13.133591
1o 3o 6c,13.133591
1o 3o 7e,32.503475
1o 3o 7b,15.311197
1o 3o 7o,31.890348
1o 3o 7c,15.311197
1o 3o 10e,17.590734
1o 3o 10b,17.590734
1o 3o 10o,17.590734
1o 3o 10c,17.590734
1o 3o 11e,20.562162
1o 3o 11b,20.562162
1o 3o 11o,20.562162
1o 3o 11c,20.562162
1o 3o 12e,23.53359
1o 3o 12b,23.53359
1o 3o 12o,23.53359
1o 3o 12c,23.53359
1o 3c 4e,7.1907334
1o 3c 4b,7.1907334
1o 3c 4o,7.1907334
1o 3c 4c,7.1907334
1o 3c 5e,10.162162
1o 3c 5b,10.162162
1o 3c 5o,10.162162
1o 3c 5c,10.162162
1o 3c 6e,13.133591
1o 3c 6b,13.133591
1o 3c 6o,13.133591
1o 3c 6c,13.133591
1o 3c 7e,32.503475
1o 3c 7b,15.311197
1o 3c 7o,31.890348
1o 3c 7c,15.311197
1o 3c 10e,17.590734
1o 3c 10b,17.590734
1o 3c 10o,17.590734
1o 3c 10c,17.590734
1o 3c 11e,20.562162
1o 3c 11b,20.562162
1o 3c 11o,20.562162
1o 3c 11c,20.562162
1o 3c 12e,23.53359
1o 3c 12b,23.53359
1o 3c 12o,23.53359
1o 3c 12c,23.53359
1o 4e 4b,-33.51197
1o 4e 4o,-33.51197
1o 4e 4c,-33.51197
1o 4e 5e,-28.49421
1o 4e 5b,-28.49421
1o 4e 5o,-28.49421
1o 4e 5c,-28.49421
1o 4e 6e,-23.496525
1o 4e 6b,-23.496525
1o 4e 6o,-23.496525
1o 4e 6c,-23.496525
1o 4e 7e,11.898069
1o 4e 7b,-19.746717
1o 4e 7o,10.549807
1o 4e 7c,-19.746717
1o 4e 10e,-16
1o 4e 10b,-16
1o 4e 10o,-16
1o 4e 10c,-16
1o 4e 11e,-11.002316
1o 4e 11b,-11.002316
1o 4e 11o,-11.002316
1o 4e 11c,-11.002316
1o 4e 12e,-6.0046334
1o 4e 12b,-6.0046334
1o 4e 12o,-6.0046334
1o 4e 12c,-6.0046334
1o 4b 4o,-33.51197
1o 4b 4c,-33.51197
1o 4b 5e,-28.49421
1o 4b 5b,-28.49421
1o 4b 5o,-28.49421
1o 4b 5c,-28.49421
1o 4b 6e,-23.496525
1o 4b 6b,-23.496525
1o 4b 6o,-23.496525
1o 4b 6c,-23.496525
1o 4b 7e,11.898069
1o 4b 7b,-19.746717
1o 4b 7o,10.549807
1o 4b 7c,-19.746717
1o 4b 10e,-16
1o 4b 10b,-16
1o 4b 10o,-16
1o 4b 10c,-16
1o 4b 11e,-11.002316
1o 4b 11b,-11.002316
1o 4b 11o,-11.002316
1o 4b 11c,-11.002316
1o 4b 12e,-6.0046334
1o 4b 12b,-6.0046334
1o 4b 12o,-6.0046334
1o 4b 12c,-6.0046334
1o 4o 4c,-33.51197
1o 4o 5e,-28.49421
1o 4o 5b,-28.49421
1o 4o 5o,-28.49421
1o 4o 5c,-28.49421
1o 4o 6e,-23.496525
1o 4o 6b,-23.496525
1o 4o 6o,-23.496525
1o 4o 6c,-23.496525
1o 4o 7e,11.898069
1o 4o 7b,-19.746717
1o 4o 7o,10.549807
1o 4o 7c,-19.746717
1o 4o 10e,-16
1o 4o 10b,-16
1o 4o 10o,-16
1o 4o 10c,-16
1o 4o 11e,-11.002316
1o 4o 11b,-11.002316
1o 4o 11o,-11.002316
1o 4o 11c,-11.002316
1o 4o 12e,-6.0046334
1o 4o 12b,-6.0046334
1o 4o 12o,-6.0046334
1o 4o 12c,-6.0046334
1o 4c 5e,-28.49421
1o 4c 5b,-28.49421
1o 4c 5o,-28.49421
1o 4c 5c,-28.49421
1o 4c 6e,-23.496525
1o 4c 6b,-23.496525
1o 4c 6o,-23.496525
1o 4c 6c,-23.496525
1o 4c 7e,11.898069
1o 4c 7b,-19.746717
1o 4c 7o,10.549807
1o 4c 7c,-19.746717
1o 4c 10e,-16
1o 4c 10b,-16
1o 4c 10o,-16
1o 4c 10c,-16
1o 4c 11e,-11.002316
1o 4c 11b,-11.002316
1o 4c 11o,-11.002316
1o 4c 11c,-11.002316
1o 4c 12e,-6.0046334
1o 4c 12b,-6.0046334
1o 4c 12o,-6.0046334
1o 4c 12c,-6.0046334
1o 5e 5b,-23.646332
1o 5e 5o,-23.646332
1o 5e 5c,-23.646332
1o 5e 6e,-18.869497
1o 5e 6b,-18.869497
1o 5e 6o,-18.869497
1o 5e 6c,-18.869497
1o 5e 7e,14.5575285
1o 5e 7b,-15.311197
1o 5e 7o,13.295753
1o 5e 7c,-15.311197
1o 5e 10e,-11.743629
1o 5e 10b,-11.743629
1o 5e 10o,-11.743629
1o 5e 10c,-11.743629
1o 5e 11e,-6.99305
1o 5e 11b,-6.99305
1o 5e 11o,-6.99305
1o 5e 11c,-6.99305
1o 5e 12e,-2.242471
1o 5e 12b,-2.242471
1o 5e 12o,-2.242471
1o 5e 12c,-2.242471
1o 5b 5o,-23.646332
1o 5b 5c,-23.646332
1o 5b 6e,-18.869497
1o 5b 6b,-18.869497
1o 5b 6o,-18.869497
1o 5b 6c,-18.869497
1o 5b 7e,14.5575285
1o 5b 7b,-15.311197
1o 5b 7o,13.295753
1o 5b 7c,-15.311197
1o 5b 10e,-11.743629
1o 5b 10b,-11.743629
1o 5b 10o,-11.743629
1o 5b 10c,-11.743629
1o 5b 11e,-6.99305
1o 5b 11b,-6.99305
1o 5b 11o,-6.99305
1o 5b 11c,-6.99305
1o 5b 12e,-2.242471
1o 5b 12b,-2.242471
1o 5b 12o,-2.242471
1o 5b 12c,-2.242471
1o 5o 5c,-23.646332
1o 5o 6e,-18.869497
1o 5o 6b,-18.869497
1o 5o 6o,-18.869497
1o 5o 6c,-18.869497
1o 5o 7e,14.5575285
1o 5o 7b,-15.311197
1o 5o 7o,13.295753
1o 5o 7c,-15.311197
1o 5o 10e,-11.743629
1o 5o 10b,-11.743629
1o 5o 10o,-11.743629
1o 5o 10c,-11.743629
1o 5o 11e,-6.99305
1o 5o 11b,-6.99305
1o 5o 11o,-6.99305
1o 5o 11c,-6.99305
1o 5o 12e,-2.242471
1o 5o 12b,-2.242471
1o 5o 12o,-2.242471
1o 5o 12c,-2.242471
1o 5c 6e,-18.869497
1o 5c 6b,-18.869497
1o 5c 6o,-18.869497
1o 5c 6c,-18.869497
1o 5c 7e,14.5575285
1o 5c 7b,-15.311197
1o 5c 7o,13.295753
1o 5c 7c,-15.311197
1o 5c 10e,-11.743629
1o 5c 10b,-11.743629
1o 5c 10o,-11.743629
1o 5c 10c,-11.743629
1o 5c 11e,-6.99305
1o 5c 11b,-6.99305
1o 5c 11o,-6.99305
1o 5c 11c,-6.99305
1o 5c 12e,-2.242471
1o 5c 12b,-2.242471
1o 5c 12o,-2.242471
1o 5c 12c,-2.242471
1o 6e 6b,-14.274903
1o 6e 6o,-14.274903
1o 6e 6c,-14.274903
1o 6e 7e,17.216988
1o 6e 7b,-10.875675
1o 6e 7o,16.041698
1o 6e 7c,-10.875675
1o 6e 10e,-7.487259
1o 6e 10b,-7.487259
1o 6e 10o,-7.487259
1o 6e 10c,-7.487259
1o 6e 11e,-2.9837837
1o 6e 11b,-2.9837837
1o 6e 11o,-2.9837837
1o 6e 11c,-2.9837837
1o 6e 12e,1.5196911
1o 6e 12b,1.5196911
1o 6e 12o,1.5196911
1o 6e 12c,1.5196911
1o 6b 6o,-14.274903
1o 6b 6c,-14.274903
1o 6b 7e,17.216988
1o 6b 7b,-10.875675
1o 6b 7o,16.041698
1o 6b 7c,-10.875675
1o 6b 10e,-7.487259
1o 6b 10b,-7.487259
1o 6b 10o,-7.487259
1o 6b 10c,-7.487259
1o 6b 11e,-2.9837837
1o 6b 11b,-2.9837837
1o 6b 11o,-2.9837837
1o 6b 11c,-2.9837837
1o 6b 12e,1.5196911
1o 6b 12b,1.5196911
1o 6b 12o,1.5196911
1o 6b 12c,1.5196911
1o 6o 6c,-14.274903
